,Unnamed: 0,prompt,completion
1040,1040,Customer: can i check in what situations can i ask to be reimbursed, check refund policy
1041,1041,Customer: I don't know how to demand a rebate, get refund
1042,1042,Customer: help to check the early exit fees, check cancellation fee
1043,1043,Customer: need to cancel order 370795561790, cancel order
1044,1044,Customer: assistance changing to the freemium account, switch account
1045,1045,Customer: how could I lodge a customer claim against your company?, complaint
1046,1046,Customer: assistance recovering the access key of my user, recover password
1047,1047,Customer: need help to check the invoices from David Miller, check invoice
1048,1048,Customer: can uhelp me to inofrm of issues with payments, payment issue
1049,1049,Customer: i dont know what to doto file a reclamation, complaint
1050,1050,Customer: want help to see ur accepted payment modalities, check payment methods
1051,1051,Customer: changing to Pro account, switch account
1052,1052,"Customer: I expect a compensation of $299, was it processed", track refund
1053,1053,Customer: I can't check the status of my newsletter subscription, newsletter subscription
1054,1054,Customer: notifying of error creating accojnt, registration problems
1055,1055,Customer: how cann I change to the freemium account?, switch account
1056,1056,Customer: reimburse $160, get refund
1057,1057,Customer: see estimated time ofarrival of order 370795561790, track order
1058,1058,Customer: what do I have to do to see your available payment options?, check payment methods
1059,1059,Customer: i paid $160 for this article where to receive a damn refund, get refund
1060,1060,Customer: is it possible to place an order from Philadelphia, delivery options
1061,1061,Customer: i do not know how i can receiv ur company newsletter, newsletter subscription
1062,1062,Customer: I don't know what to do to talk to a person, contact human agent
1063,1063,Customer: how do I add several items to order 732201349959 ?, change order
1064,1064,Customer: I want help asking for refunds of money, get refund
1065,1065,Customer: I want assistance closing my goddamn platinum cacount, delete account
1066,1066,Customer: I don't know what to do to recover my user key, recover password
1067,1067,Customer: assistance tocheck the termination fee, check cancellation fee
1068,1068,Customer: how can I create a Gold account?, create account
1069,1069,Customer: trouble setting up a damn new shipping address, set up shipping address
1070,1070,Customer: correct details on pro account, edit account
1071,1071,Customer: cancel purhase 00123842, cancel order
1072,1072,Customer: I want assistance to check the termination fees, check cancellation fee
1073,1073,Customer: check order 00123842 status, track order
1074,1074,Customer: need assistance solving a problem with payment, payment issue
1075,1075,Customer: help listing the fucking available payment options, check payment methods
1076,1076,Customer: help talking to somebody, contact human agent
1077,1077,Customer: I want to list your payment modalities, check payment methods
1078,1078,Customer: want help to solve a trouble with online payment, payment issue
1079,1079,Customer: changing to free account, switch account
1080,1080,Customer: I don't know what to do to reset my user account PIN code, recover password
1081,1081,Customer: i dont know what i have to do to switch to the gold acdount, switch account
1082,1082,Customer: where to inform of payment issues?, payment issue
1083,1083,Customer: how can I notify of an error with payment?, payment issue
1084,1084,Customer: I am trying to unsubscribe to the newsletter, newsletter subscription
1085,1085,"Customer: I have to check your reimbursement policy, I need assistance", check refund policy
1086,1086,Customer: help to check how long the delivery takes, delivery period
1087,1087,Customer: I don't know how I can download my bills from Mr. Smith, get invoice
1088,1088,Customer: is it possible to set up a different delivery address?, set up shipping address
1089,1089,Customer: need to download invoice #12588 how do i do it, get invoice
1090,1090,Customer: i forgot my pwd where to restore it, recover password
1091,1091,Customer: i have a problem with the terminatoin of a Gold account, delete account
1092,1092,Customer: help me acquiring several of your product, place order
1093,1093,Customer: what do I have to do to file a claim?, complaint
1094,1094,Customer: what do i have to do to close the free account, delete account
1095,1095,Customer: wanna check the cancellation penalty i need help, check cancellation fee
1096,1096,Customer: want assistance to recover the PIN code of my user, recover password
1097,1097,Customer: I'm experiencing an error with the online registration, registration problems
1098,1098,Customer: error with online payments, payment issue
1099,1099,Customer: wanna use a different user account help me, switch account
1100,1100,Customer: assistance informing of rgistration problems, registration problems
1101,1101,Customer: shipments to Toronto, delivery options
1102,1102,Customer: help sending some feedback about your products, review
1103,1103,Customer: make order, place order
1104,1104,Customer: I want help to cancel purchase 732201349959, cancel order
1105,1105,Customer: I need help seeing in what situations can I request a refund, check refund policy
1106,1106,Customer: how can I cancel my subscription to the newsletter?, newsletter subscription
1107,1107,Customer: i have a question about opening a platinum account, create account
1108,1108,Customer: i need assistance buying some products, place order
1109,1109,Customer: can I leave a comment about your company?, review
1110,1110,Customer: want assistance to set u the delivery address, set up shipping address
1111,1111,Customer: where do I unsubscribe to the company newsletter?, newsletter subscription
1112,1112,Customer: i have submittd a wrong shipping address update it, change shipping address
1113,1113,Customer: could uhelp me notify of fucking signup errors, registration problems
1114,1114,Customer: assistance to talk to a live agent, contact human agent
1115,1115,"Customer: I need to modify my delivery address, how can I do it?", change shipping address
1116,1116,Customer: where to notify of an issue with payment?, payment issue
1117,1117,Customer: shipments to Liverpool, delivery options
1118,1118,Customer: can ya help me to receive the newsletter, newsletter subscription
1119,1119,Customer: I want help to file a consumerf complaint, complaint
1120,1120,Customer: where do i check the withdrawal fees, check cancellation fee
1121,1121,Customer: I need assistance setting a newdelivery address up, set up shipping address
1122,1122,Customer: wanna see the cancellaiton charges, check cancellation fee
1123,1123,"Customer: I want to oder several of your item, how to do it?", place order
1124,1124,Customer: wanna write an opinion about a service how could i do it, review
1125,1125,Customer: help to talk to customer assistance, contact customer service
1126,1126,Customer: i dont know what i have to do to call customer service, contact customer service
1127,1127,Customer: switching to pro account, switch account
1128,1128,Customer: where do I submit a secondary shipping address?, set up shipping address
1129,1129,Customer: how can i see purchase 370795561790 current status, track order
1130,1130,Customer: I need help to recover the PIN of my account, recover password
1131,1131,Customer: i have a question about canceling order 00123842, cancel order
1132,1132,Customer: I'd like to check how soon can i expect the item help me, delivery period
1133,1133,Customer: assistance trying to update the address, change shipping address
1134,1134,Customer: i do not know how to speak to an agent, contact human agent
1135,1135,Customer: see order 732201349959 status, track order
1136,1136,Customer: need help writing a review for your services, review
1137,1137,Customer: I don't know how to demand a goddamn restitution of my money, get refund
1138,1138,"Customer: I made a mistake, help correcting order 00004587345", change order
1139,1139,Customer: can you help me to order some of your item?, place order
1140,1140,Customer: could you help me create a standard account for my wife?, create account
1141,1141,Customer: I don't know what I have to do to shop some of your product, place order
1142,1142,Customer: request restitution of money, get refund
1143,1143,Customer: i have problems with the cancellation of a Gold  account, delete account
1144,1144,Customer: I have got to change to the premium account, switch account
1145,1145,Customer: i have got to speak to customer assistance how to do it, contact customer service
1146,1146,Customer: what do I need to do to receive your company newsletter?, newsletter subscription
1147,1147,Customer: i have to  locate the invoice from Ms. Hawkings, check invoice
1148,1148,Customer: need assistance setting up my shipping address, set up shipping address
1149,1149,Customer: i need assistance opehing a premium account for my wife, create account
1150,1150,Customer: i dont know how i can create a Freemium account, create account
1151,1151,Customer: I am trying to see the accepted payment methods, check payment methods
1152,1152,Customer: issue setting up a different delivery address, set up shipping address
1153,1153,Customer: need help seeing how soon can I expect my delivery, delivery period
1154,1154,"Customer: I have ordered some products, cancel purchase 732201349959", cancel order
1155,1155,Customer: I'm trying to receive a compensation of my money, get refund
1156,1156,Customer: need to demand a refund of money, get refund
1157,1157,"Customer: I hhave to enter the shipping address, how to do it?", set up shipping address
1158,1158,Customer: updating standard account, edit account
1159,1159,Customer: I need to change several products of purchase 00004587345, change order
1160,1160,Customer: wanna subscribe to ur newsletter, newsletter subscription
1161,1161,Customer: I want help to cancel purchase 113542617735902, cancel order
1162,1162,Customer: I expect a restitution of 299 dollars, track refund
1163,1163,Customer: I do not know how to receive the company newsletter, newsletter subscription
1164,1164,Customer: the delivery address changed could ya help me updare it, change shipping address
1165,1165,"Customer: I want to reset my damn user account access key, help me", recover password
1166,1166,Customer: use another account, switch account
1167,1167,Customer: see in what situations can I request my money back, check refund policy
1168,1168,Customer: check the status of purchase 113542617735902, track order
1169,1169,Customer: i do not know how i can change to the Platinum account, switch account
1170,1170,Customer: I want to list your paymnet methods, check payment methods
1171,1171,"Customer: you aren't helpful, how to talk with a live agent?", contact human agent
1172,1172,Customer: i have got to swap several articles of purchase 370795561790, change order
1173,1173,Customer: I don't know what I need to do to cancel a platinum account, delete account
1174,1174,Customer: I'm trying to talk to somone, contact human agent
1175,1175,Customer: help me check how soon can i expect my item, delivery period
1176,1176,Customer: i have got to ask for rebates, get refund
1177,1177,Customer: I do not know what I have to do to purchase some damn items, place order
1178,1178,"Customer: I need to see your payment methods, could you help me?", check payment methods
1179,1179,Customer: what do I have to do to check my invoices from David Miller?, check invoice
1180,1180,Customer: I try to create a standard account for my wife, create account
1181,1181,Customer: modify data on standard account, edit account
1182,1182,Customer: how do i cancel my subscription to the company newsletter, newsletter subscription
1183,1183,Customer: i want infolrmation about opening Premium accounts, create account
1184,1184,Customer: I don't know how I can receive a reimbursement of money, get refund
1185,1185,Customer: open standard account for bride, create account
1186,1186,Customer: editing info on Platinum account, edit account
1187,1187,Customer: correct details on Platinum account, edit account
1188,1188,Customer: I need help to chat with an operator, contact human agent
1189,1189,Customer: how do i delete my free account, delete account
1190,1190,Customer: i want assistance to see the cancellation penzlties, check cancellation fee
1191,1191,Customer: I do not know what to do to cancel order 113542617735902, cancel order
1192,1192,Customer: check order 113542617735902 status, track order
1193,1193,Customer: help me earn some products, place order
1194,1194,Customer: I cannot swap an article of order 113542617735902, change order
1195,1195,Customer: want help to see at what time I can cll customer support, contact customer service
1196,1196,Customer: I need help informing of a problem with online payment, payment issue
1197,1197,Customer: where do I see what hours I can reach customer service?, contact customer service
1198,1198,Customer: wanna use hte freemium account will ya help me, switch account
1199,1199,Customer: checking ETA of order 113542617735902, track order
1200,1200,Customer: can ya help me checking ur reimbursement policy, check refund policy
1201,1201,Customer: neeed assistance checking when my order is gonna arrive, delivery period
1202,1202,"Customer: you are not helpful at all, I want help talking with someone", contact human agent
1203,1203,Customer: how could i talk with an assistant, contact human agent
1204,1204,Customer: issues submitting a shipping address, set up shipping address
1205,1205,Customer: cancel order  732201349959, cancel order
1206,1206,Customer: get in touch with customer assistance, contact customer service
1207,1207,Customer: can suhow me what hours i can contact customer assistance, contact customer service
1208,1208,Customer: quesdtion about canceling purchase 370795561790, cancel order
1209,1209,Customer: there are probems editing the shipping address, change shipping address
1210,1210,Customer: ned assistance to buy some of ur article, place order
1211,1211,Customer: can you help me see when my item is going to arrive?, delivery period
1212,1212,Customer: see bills from Mr. Smith, check invoice
1213,1213,Customer: changing data on platinum account, edit account
1214,1214,Customer: have a question about cancelling order 00004587345, cancel order
1215,1215,Customer: can you help me to look for my invoice from Ms. Hawkings?, check invoice
1216,1216,Customer: i have tolodge a reclamation, complaint
1217,1217,Customer: could ya help me use the gold account, switch account
1218,1218,Customer: problem with creating aPro account, create account
1219,1219,Customer: assistance retrieving the pass of my user profile, recover password
1220,1220,Customer: I try to hceck the status of purchase 00123842, track order
1221,1221,Customer: I want help talking to someone, contact human agent
1222,1222,Customer: I do not know how to check what shipping methods I have, delivery options
1223,1223,Customer: assistance speaking to an agent, contact human agent
1224,1224,"Customer: I need to list your available  payment methods, help me", check payment methods
1225,1225,Customer: i dont know what to do to see when will my item arrive, delivery period
1226,1226,Customer: help me to check order 113542617735902 current status, track order
1227,1227,Customer: I can't notify of a sign-up problem, registration problems
1228,1228,"Customer: I want to see how long the delivery takes, I need assistance", delivery period
1229,1229,Customer: i have got to create a platinum account for my wife help me, create account
1230,1230,Customer: i cannot create an account i have to report a signup problem, registration problems
1231,1231,"Customer: I do not make use of the Gold account, how to cancel it?", delete account
1232,1232,Customer: what do I have to do to talk with customer support?, contact customer service
1233,1233,Customer: I am trying to cancel my corporate newsletter subscription, newsletter subscription
1234,1234,Customer: why I cnnot set a fucking delivery address valid up, set up shipping address
1235,1235,Customer: I want help to locate purchase 00123842, track order
1236,1236,Customer: i have to correct my delivery address, change shipping address
1237,1237,Customer: edit information on account, edit account
1238,1238,Customer: correcting info on gold account, edit account
1239,1239,Customer: want assistance to use the free account, switch account
1240,1240,Customer: could you help me subscribe to your company newsletter ?, newsletter subscription
1241,1241,Customer: I am trying to speak with an operator, contact human agent
1242,1242,Customer: want help seeing when my order is gonna arrive, delivery period
1243,1243,Customer: were to leave a review about your company?, review
1244,1244,Customer: can you help me to take a quick look at invoice #12588?, check invoice
1245,1245,Customer: need to see how long it takes for the article to arrive, delivery period
1246,1246,Customer: i lost the goddamn pwd of my account need help to restore it, recover password
1247,1247,Customer: can ushow me how long it takes for my item to arrive, delivery period
1248,1248,Customer: i want assistance talking with somebody, contact human agent
1249,1249,Customer: could you help me checking how soon can I expect my article?, delivery period
1250,1250,Customer: i dont know how i can see the etrmination fee, check cancellation fee
1251,1251,Customer: another pro account, create account
1252,1252,Customer: i need assistance checking the early termination penalty, check cancellation fee
1253,1253,Customer: wanna see order 370795561790 current status, track order
1254,1254,Customer: i expect a rebate of 1499 dollars, track refund
1255,1255,Customer: editing standard account, edit account
1256,1256,Customer: edit order 732201349959, change order
1257,1257,Customer: I need help to see when my shipment is going to arrive, delivery period
1258,1258,Customer: help to submit my feedback, review
1259,1259,Customer: what do I have to do to delete a platinum account?, delete account
1260,1260,Customer: what do i need to do to chat with an assistant, contact human agent
1261,1261,"Customer: I have to see the withdrawal fee, can I get some help?", check cancellation fee
1262,1262,Customer: icannot open a Freemium account, create account
1263,1263,Customer: reporting issue with payments, payment issue
1264,1264,Customer: want assistance checking what payment methods are allowed, check payment methods
1265,1265,Customer: i need assistance receiving the coroorate newsletter, newsletter subscription
1266,1266,Customer: close Freemium account, delete account
1267,1267,"Customer: I would like to edit my bloody account, how can I do it?", edit account
1268,1268,Customer: what do I have to do to change to the Gold account?, switch account
1269,1269,"Customer: I want to check the damn early exit fees, will you help me?", check cancellation fee
1270,1270,Customer: i want assistance to make a consumer claim, complaint
1271,1271,Customer: I'm waiting for a rebate of 160 dollars, track refund
1272,1272,Customer: I do not know what to do to inform of errors with payments, payment issue
1273,1273,Customer: wanna see the invoice from Mr. Smith, check invoice
1274,1274,Customer: i have got to check the eaqrly exit penalty how can i do it, check cancellation fee
1275,1275,Customer: checking invoices from Mr. Jones, check invoice
1276,1276,Customer: updating info on Freemium account, edit account
1277,1277,Customer: I need to earn several of your item, place order
1278,1278,Customer: can i get my bill rfom Anna Freeman, get invoice
1279,1279,Customer: show me in what situations can I ask for my money bacxk, check refund policy
1280,1280,Customer: I want assistance to notify of payment problems, payment issue
1281,1281,Customer: i do not know how to unsubsrcibe from ur newsletter, newsletter subscription
1282,1282,Customer: use pro account, switch account
1283,1283,Customer: I want assistance solving a trouble with online payments, payment issue
1284,1284,Customer: help me seeing the goddamn cancellation charges, check cancellation fee
1285,1285,Customer: do you deliver to Toronto?, delivery options
1286,1286,Customer: cancel purhase 370795561790, cancel order
1287,1287,Customer: i want assistance sending some feedback for ur services, review
1288,1288,Customer: I have got to modify my address, change shipping address
1289,1289,Customer: I need to notify of payment errors, payment issue
1290,1290,Customer: I do not know what I have to do to see invoice #12588, check invoice
1291,1291,Customer: i want help removing a product from order 00004587345, change order
1292,1292,Customer: I have problems with my key reset, recover password
1293,1293,Customer: edit data on premium account, edit account
1294,1294,Customer: assistance lodging a customer claim against your business, complaint
1295,1295,Customer: i have got to request goddamn erimbursements of my money, get refund
1296,1296,Customer: edit info o premium account, edit account
1297,1297,"Customer: I lost my invoice #00108, could you mail it to me?", get invoice
1298,1298,Customer: i try to demand a compensation, get refund
1299,1299,Customer: where can i cancfel order 113542617735902, cancel order
1300,1300,Customer: help me retrieve my account access key, recover password
1301,1301,Customer: close platinum account, delete account
1302,1302,Customer: i need assistance to check when will my item arrive, delivery period
1303,1303,Customer: I want help to locate  order 00123842, track order
1304,1304,Customer: where can I check your available payment options?, check payment methods
1305,1305,Customer: I have to locate my bills from Mr. Jones, check invoice
1306,1306,Customer: inform of issues with online payment, payment issue
1307,1307,Customer: where can i unsubscribe from the newsletter, newsletter subscription
1308,1308,Customer: want assistance changing to the gold account, switch account
1309,1309,Customer: i need help to track purchase 370795561790, track order
1310,1310,Customer: refund 1200 dollars, get refund
1311,1311,Customer: need to update purchase 00004587345, change order
1312,1312,Customer: I have problems with my password recovery, recover password
1313,1313,Customer: I want assistance resetting my user profile password, recover password
1314,1314,Customer: get invoice from March, get invoice
1315,1315,Customer: check status of order 113542617735902, track order
1316,1316,Customer: information about forgotten pass, recover password
1317,1317,Customer: I have a question about the deletion of a free account, delete account
1318,1318,Customer: cancelling gold account, delete account
1319,1319,Customer: i dont wnt my Freemium account i have to close it, delete account
1320,1320,Customer: is it possible to check what payment options you accept?, check payment methods
1321,1321,Customer: I am trying to leave feedback about a product, review
1322,1322,Customer: i have to leave a rview about ur company i need assistance, review
1323,1323,Customer: I'm trying to egt the bill #37777, get invoice
1324,1324,Customer: I call to check what damn shipping methods are available, delivery options
1325,1325,Customer: opening gold account, create account
1326,1326,Customer: need to check my bill #12588 could i get some help, check invoice
1327,1327,Customer: wanna download the bill from Ms. Hawkings i need assistance, get invoice
1328,1328,Customer: i have a problem submitting the bloody new swhipping address, set up shipping address
1329,1329,Customer: where can i get information about Freemium account deletions, delete account
1330,1330,Customer: i have to notify of an sign-up problem how can i do it, registration problems
1331,1331,Customer: refund $350, get refund
1332,1332,Customer: I ned assistance to cancel my Platinum account, delete account
1333,1333,Customer: need help to check at what time I can call customer service, contact customer service
1334,1334,Customer: I need assistance speaking to customer support, contact customer service
1335,1335,Customer: I have a problem updating my shipping address, change shipping address
1336,1336,Customer: is there a section to leave a review about a service?, review
1337,1337,Customer: I want to unsubscribe to your newsletter, newsletter subscription
1338,1338,Customer: how could I remove some items from order 370795561790?, change order
1339,1339,Customer: help checking in what cases can I request to be reimbursed, check refund policy
1340,1340,Customer: need help unsubscribing from your company newsletter, newsletter subscription
1341,1341,Customer: assistance checking the early termination penalties, check cancellation fee
1342,1342,Customer: tell me more about editing my shipping address, change shipping address
1343,1343,Customer: checking status of order 00123842, track order
1344,1344,Customer: I need help to contact an operator, contact human agent
1345,1345,Customer: i hae to create a platinum account, create account
1346,1346,Customer: updating data on Gold account, edit account
1347,1347,Customer: I expect a compensation of 1200 dollars, track refund
1348,1348,Customer: I call to see how long it takes for my delivery to arrie, delivery period
1349,1349,Customer: i expect a refund of $350, track refund
1350,1350,Customer: wanna see the payment options i need assistance, check payment methods
1351,1351,Customer: I don't know how to check how son can I expect the package, delivery period
1352,1352,Customer: i want help filing a customer reclamation against ur company, complaint
1353,1353,Customer: can you help me canceling purchase 00004587345 ?, cancel order
1354,1354,Customer: edit order 00004587345, change order
1355,1355,Customer: I have an trouble changing the address, change shipping address
1356,1356,Customer: need to unsubscribe to ur newsletter will uhelp me, newsletter subscription
1357,1357,Customer: I want help to get the invoice #37777, get invoice
1358,1358,Customer: how can I see purchase 00123842 current status?, track order
1359,1359,Customer: help me to ask for rebates, get refund
1360,1360,Customer: shippoing to Hungary, delivery options
1361,1361,Customer: assistance seeing in what cases can I request my money back, check refund policy
1362,1362,"Customer: I want to check the payment options, can you help me?", check payment methods
1363,1363,Customer: need help to check what payment methods are available, check payment methods
1364,1364,Customer: I need assistance seeing how long the shipping takes, delivery period
1365,1365,Customer: I don't know what I have to do to chat with an assistant, contact human agent
1366,1366,Customer: can iswap an article of order 00004587345, change order
1367,1367,Customer: help me seeing how long the delivery takes, delivery period
1368,1368,Customer: help to check in what cases can I request to be reimnursed, check refund policy
1369,1369,"Customer: you aren't helpful at all, help contacting an agent", contact human agent
1370,1370,Customer: wuld it be possible to place an order from Seattle, delivery options
1371,1371,Customer: want help checking the bill #12588, check invoice
1372,1372,Customer: cancel purchase 00123842, cancel order
1373,1373,Customer: what do I have to do to open a Platinum account?, create account
1374,1374,Customer: I am trying to earn several items, place order
1375,1375,Customer: i try to cancel the newsletter subscription, newsletter subscription
1376,1376,Customer: I am trying to find information about a key reset, recover password
1377,1377,Customer: subscribe to company newsletter, newsletter subscription
1378,1378,Customer: i canot sign up how do i inform of goddamn signup problems, registration problems
1379,1379,Customer: wanna file a reclamation, complaint
1380,1380,Customer: find invoice #00108, check invoice
1381,1381,Customer: help me to use the pro profile, switch account
1382,1382,"Customer: I have got to contact customer support, I need help", contact customer service
1383,1383,Customer: Ineed help updating my shipping address, change shipping address
1384,1384,Customer: I can't cancel the subscription to the corporate newsletter, newsletter subscription
1385,1385,Customer: problems submitting the delivery address, set up shipping address
1386,1386,Customer: I want help to list the available payment methods, check payment methods
1387,1387,Customer: shipping address not valid, set up shipping address
1388,1388,Customer: i want help to file a consumer claim against ur company, complaint
1389,1389,Customer: there are issues trying to edit my address, change shipping address
1390,1390,Customer: problem with opening a Pro account, create account
1391,1391,Customer: speak with an assistant, contact human agent
1392,1392,Customer: order 370795561790 status, track order
1393,1393,Customer: help me check in what cases can I ask to be reimbursed, check refund policy
1394,1394,Customer: I am trying to ask for a compensation of my money, get refund
1395,1395,Customer: can I use the free profile?, switch account
1396,1396,Customer: I need to lodge a claim against yor business, complaint
1397,1397,Customer: updating daat on gold account, edit account
1398,1398,Customer: where could i notify of payment errors, payment issue
1399,1399,Customer: i od not know how i can set up my new shipping address, set up shipping address
1400,1400,Customer: I'd like to get my money back, get refund
1401,1401,"Customer: I need to edit my user, will you help me?", edit account
1402,1402,Customer: I can't locate order 370795561790, track order
1403,1403,Customer: i need help giving a quick look at my invoice #00108, check invoice
1404,1404,Customer: what are your payment modalities?, check payment methods
1405,1405,Customer: I need assistance to solve bloody problems with payments, payment issue
1406,1406,Customer: i have a problem setting up a shipping address, set up shipping address
1407,1407,Customer: I do not know what I have to do to close the pro account, delete account
1408,1408,Customer: inform of issues with online registration, registration problems
1409,1409,Customer: need to earn some of ur item howe can i do it, place order
1410,1410,Customer: what do I need to  do to request rebates?, get refund
1411,1411,Customer: I cannot recover my user password, recover password
1412,1412,Customer: iexpect a restitution of $1200 has it been processed, track refund
1413,1413,Customer: I have a trouble setting up the secondary shipping address, set up shipping address
1414,1414,Customer: assistance checking the currnet status of order 732201349959, track order
1415,1415,Customer: I want assistance to talk with an assistant, contact human agent
1416,1416,"Customer: I want to teack order 00004587345, how to do it?", track order
1417,1417,Customer: how to use the Pro profile, switch account
1418,1418,Customer: assistance informing of problems with payments, payment issue
1419,1419,Customer: I need to reset my user PIN, recover password
1420,1420,Customer: I need assistance trying to change the shipping  address, change shipping address
1421,1421,Customer: i do not know how i can see ur accepted payment options, check payment methods
1422,1422,Customer: need to see the payment methods, check payment methods
1423,1423,Customer: I need to report an error with payment, payment issue
1424,1424,Customer: want help to list ur damn accepted payment modalities, check payment methods
1425,1425,Customer: help checking what ppayment payment modalities are available, check payment methods
1426,1426,Customer: how to chat with someone, contact human agent
1427,1427,Customer: is it possible to cancel order 113542617735902?, cancel order
1428,1428,Customer: can I make an reclamation against your business?, complaint
1429,1429,Customer: look for bill from David Miller, check invoice
1430,1430,Customer: could you help me restoring my key?, recover password
1431,1431,Customer: I need help checking when my parcel is going to arrive, delivery period
1432,1432,Customer: creating pro account, create account
1433,1433,Customer: where to set up the deliveryaddress?, set up shipping address
1434,1434,Customer: I'm waiting for a reimbursement of $160, track refund
1435,1435,Customer: assistance checking your acceptde payment methods, check payment methods
1436,1436,Customer: I have got to see in what cases can I request refunds, check refund policy
1437,1437,Customer: help me seeing the withdrawal penalties, check cancellation fee
1438,1438,Customer: can you help me see the ETA of the purchase 00004587345?, track order
1439,1439,Customer: show me the accepted paymnt options, check payment methods
1440,1440,Customer: my delivery address  changed could ya change it, change shipping address
1441,1441,Customer: i have got to check in what cases can i ask to be reimbursed, check refund policy
1442,1442,Customer: where to leave a review for a product, review
1443,1443,Customer: problems with the deletion of a platinum account, delete account
1444,1444,Customer: can uhelp me to see the early exit penalty, check cancellation fee
1445,1445,Customer: is it possible to place an order from Liverpool, delivery options
1446,1446,Customer: need to download my bills from Mr. Smith how do i do it, get invoice
1447,1447,"Customer: I need to subscribe to the corporate newsletter, help me", newsletter subscription
1448,1448,Customer: is ti possible to place an order from Seattle?, delivery options
1449,1449,Customer: I need information about the shipping period, delivery period
1450,1450,Customer: help with creating my standard account, create account
1451,1451,Customer: I try to retrieve the access key of my user, recover password
1452,1452,Customer: help to check what payment payment modalities ya accept, check payment methods
1453,1453,Customer: can ya help me check what hours i can reach customer sevrice, contact customer service
1454,1454,Customer: I'm trying to find information about an address update, change shipping address
1455,1455,Customer: I don't know what I have to do to shop an item, place order
1456,1456,Customer: need assistance seeing your allowed payment options, check payment methods
1457,1457,Customer: check order 00123842 current status, track order
1458,1458,Customer: creating new platinum account for wife, create account
1459,1459,Customer: can I check the withdrawal penalty?, check cancellation fee
1460,1460,Customer: I need assistance checking your money back policy, check refund policy
1461,1461,Customer: i dont know what i need to do to see ur refund policy, check refund policy
1462,1462,Customer: consumer complaint against ur organization, complaint
1463,1463,Customer: how do I inform of problems with signup?, registration problems
1464,1464,Customer: what do I need to do to notify of issues with signup?, registration problems
1465,1465,Customer: where can I update the delivery address?, change shipping address
1466,1466,Customer: I need assistance to download the bill #12588, get invoice
1467,1467,Customer: wanmt help to check the ETA of order 732201349959, track order
1468,1468,Customer: help checking in which cases can i ask to be refunded, check refund policy
1469,1469,Customer: where could  i cancel purchase 370795561790, cancel order
1470,1470,Customer: help me file a consumer complaint against yor company, complaint
1471,1471,"Customer: I need to modify the address, help me", change shipping address
1472,1472,Customer: how do I enter my new shipping address?, set up shipping address
1473,1473,"Customer: I want to purchase some items, could I get some help?", place order
1474,1474,Customer: i need help to list ur acceted payment modalities, check payment methods
1475,1475,Customer: want assistance to see the cancellation fee, check cancellation fee
1476,1476,Customer: i need help writing a review about ur services, review
1477,1477,Customer: tracking purchase 00123842, track order
1478,1478,Customer: delete Gold account, delete account
1479,1479,Customer: can uhelp me request a compensation of my money, get refund
1480,1480,Customer: ineed information about shipping periods how could i get it, delivery period
1481,1481,Customer: I am trying to check in which cases can I ask for a refund, check refund policy
1482,1482,Customer: correct information on free account, edit account
1483,1483,"Customer: I am experiencing errors registering, could you help me?", registration problems
1484,1484,"Customer: I want to see how long the shipping takes, help me", delivery period
1485,1485,Customer: opening new premium account, create account
1486,1486,Customer: i need assistance speakign to a human agent, contact human agent
1487,1487,Customer: need assistance to notify of errors with payment, payment issue
1488,1488,Customer: i need assistance to purchase some of ur item, place order
1489,1489,Customer: can you help me to use the Pro profile?, switch account
1490,1490,Customer: I try to submit my feedback about a product, review
1491,1491,Customer: i need help to find the fucking bills from Ms. Hawkings, check invoice
1492,1492,"Customer: I expect a restitution of 299 dollars, was it processed", track refund
1493,1493,Customer: i want assistance obtaining fucking restitutions of money, get refund
1494,1494,Customer: I do not want purchase 732201349959, cancel order
1495,1495,"Customer: I have got to call customer service, how to do it?", contact customer service
1496,1496,Customer: I'm waiting for a compesation of 1200 dollars, track refund
1497,1497,Customer: what do I have to do to see the accepted payment options?, check payment methods
1498,1498,Customer: i expect a refund of $1499, track refund
1499,1499,Customer: I have a trouble submitting my new delivery address, set up shipping address
1500,1500,Customer: can you help me finding bill #37777?, check invoice
1501,1501,Customer: help to see the eta of order 732201349959, track order
1502,1502,Customer: how can i enter another shipping address, set up shipping address
1503,1503,Customer: I expect a restitution of 160 dollars, track refund
1504,1504,Customer: I need help cancelling order 370795561790, cancel order
1505,1505,Customer: could i deete several damn articles from order 00004587345, change order
1506,1506,Customer: problems with standard account terminations, delete account
1507,1507,Customer: editing data on free account, edit account
1508,1508,Customer: I try to download my invoice from Anna Freeman, get invoice
1509,1509,Customer: how can I check the withdrawal charges?, check cancellation fee
1510,1510,Customer: i have to see the ETA of order 732201349959 i need help, track order
1511,1511,"Customer: I have got to talk to customer service, help me", contact customer service
1512,1512,Customer: add something to order, change order
1513,1513,Customer: would it be possible to remove my Gold account?, delete account
1514,1514,Customer: opena gold account, create account
1515,1515,Customer: how do I sign up to your corporate newsletter?, newsletter subscription
1516,1516,Customer: correct information on Pro account, edit account
1517,1517,Customer: assistance cancelling purchase 00123842, cancel order
1518,1518,Customer: are there any early exit charges, check cancellation fee
1519,1519,Customer: i want help to download th bills from Mr. Smith, get invoice
1520,1520,Customer: need to hcange the information on my profile how to do it, edit account
1521,1521,Customer: how can i get in touch with customer support, contact customer service
