,prompt,completion
1037,"Please categorise the customer intent from the conversation below: 

###

Customer: I can't register, how can I inform of sign-up errors?
The intention is as follows:", registration problems END
1038,"Please categorise the customer intent from the conversation below: 

###

Customer: i want help talking with customer service
The intention is as follows:", contact customer service END
1039,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to see the delivery methods
The intention is as follows:", delivery options END
1040,"Please categorise the customer intent from the conversation below: 

###

Customer: can i check in what situations can i ask to be reimbursed
The intention is as follows:", check refund policy END
1041,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how to demand a rebate
The intention is as follows:", get refund END
1042,"Please categorise the customer intent from the conversation below: 

###

Customer: help to check the early exit fees
The intention is as follows:", check cancellation fee END
1043,"Please categorise the customer intent from the conversation below: 

###

Customer: need to cancel order 370795561790
The intention is as follows:", cancel order END
1044,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance changing to the freemium account
The intention is as follows:", switch account END
1045,"Please categorise the customer intent from the conversation below: 

###

Customer: how could I lodge a customer claim against your company?
The intention is as follows:", complaint END
1046,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance recovering the access key of my user
The intention is as follows:", recover password END
1047,"Please categorise the customer intent from the conversation below: 

###

Customer: need help to check the invoices from David Miller
The intention is as follows:", check invoice END
1048,"Please categorise the customer intent from the conversation below: 

###

Customer: can uhelp me to inofrm of issues with payments
The intention is as follows:", payment issue END
1049,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what to doto file a reclamation
The intention is as follows:", complaint END
1050,"Please categorise the customer intent from the conversation below: 

###

Customer: want help to see ur accepted payment modalities
The intention is as follows:", check payment methods END
1051,"Please categorise the customer intent from the conversation below: 

###

Customer: changing to Pro account
The intention is as follows:", switch account END
1052,"Please categorise the customer intent from the conversation below: 

###

Customer: I expect a compensation of $299, was it processed
The intention is as follows:", track refund END
1053,"Please categorise the customer intent from the conversation below: 

###

Customer: I can't check the status of my newsletter subscription
The intention is as follows:", newsletter subscription END
1054,"Please categorise the customer intent from the conversation below: 

###

Customer: notifying of error creating accojnt
The intention is as follows:", registration problems END
1055,"Please categorise the customer intent from the conversation below: 

###

Customer: how cann I change to the freemium account?
The intention is as follows:", switch account END
1056,"Please categorise the customer intent from the conversation below: 

###

Customer: reimburse $160
The intention is as follows:", get refund END
1057,"Please categorise the customer intent from the conversation below: 

###

Customer: see estimated time ofarrival of order 370795561790
The intention is as follows:", track order END
1058,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to see your available payment options?
The intention is as follows:", check payment methods END
1059,"Please categorise the customer intent from the conversation below: 

###

Customer: i paid $160 for this article where to receive a damn refund
The intention is as follows:", get refund END
1060,"Please categorise the customer intent from the conversation below: 

###

Customer: is it possible to place an order from Philadelphia
The intention is as follows:", delivery options END
1061,"Please categorise the customer intent from the conversation below: 

###

Customer: i do not know how i can receiv ur company newsletter
The intention is as follows:", newsletter subscription END
1062,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what to do to talk to a person
The intention is as follows:", contact human agent END
1063,"Please categorise the customer intent from the conversation below: 

###

Customer: how do I add several items to order 732201349959 ?
The intention is as follows:", change order END
1064,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help asking for refunds of money
The intention is as follows:", get refund END
1065,"Please categorise the customer intent from the conversation below: 

###

Customer: I want assistance closing my goddamn platinum cacount
The intention is as follows:", delete account END
1066,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what to do to recover my user key
The intention is as follows:", recover password END
1067,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance tocheck the termination fee
The intention is as follows:", check cancellation fee END
1068,"Please categorise the customer intent from the conversation below: 

###

Customer: how can I create a Gold account?
The intention is as follows:", create account END
1069,"Please categorise the customer intent from the conversation below: 

###

Customer: trouble setting up a damn new shipping address
The intention is as follows:", set up shipping address END
1070,"Please categorise the customer intent from the conversation below: 

###

Customer: correct details on pro account
The intention is as follows:", edit account END
1071,"Please categorise the customer intent from the conversation below: 

###

Customer: cancel purhase 00123842
The intention is as follows:", cancel order END
1072,"Please categorise the customer intent from the conversation below: 

###

Customer: I want assistance to check the termination fees
The intention is as follows:", check cancellation fee END
1073,"Please categorise the customer intent from the conversation below: 

###

Customer: check order 00123842 status
The intention is as follows:", track order END
1074,"Please categorise the customer intent from the conversation below: 

###

Customer: need assistance solving a problem with payment
The intention is as follows:", payment issue END
1075,"Please categorise the customer intent from the conversation below: 

###

Customer: help listing the fucking available payment options
The intention is as follows:", check payment methods END
1076,"Please categorise the customer intent from the conversation below: 

###

Customer: help talking to somebody
The intention is as follows:", contact human agent END
1077,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to list your payment modalities
The intention is as follows:", check payment methods END
1078,"Please categorise the customer intent from the conversation below: 

###

Customer: want help to solve a trouble with online payment
The intention is as follows:", payment issue END
1079,"Please categorise the customer intent from the conversation below: 

###

Customer: changing to free account
The intention is as follows:", switch account END
1080,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what to do to reset my user account PIN code
The intention is as follows:", recover password END
1081,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what i have to do to switch to the gold acdount
The intention is as follows:", switch account END
1082,"Please categorise the customer intent from the conversation below: 

###

Customer: where to inform of payment issues?
The intention is as follows:", payment issue END
1083,"Please categorise the customer intent from the conversation below: 

###

Customer: how can I notify of an error with payment?
The intention is as follows:", payment issue END
1084,"Please categorise the customer intent from the conversation below: 

###

Customer: I am trying to unsubscribe to the newsletter
The intention is as follows:", newsletter subscription END
1085,"Please categorise the customer intent from the conversation below: 

###

Customer: I have to check your reimbursement policy, I need assistance
The intention is as follows:", check refund policy END
1086,"Please categorise the customer intent from the conversation below: 

###

Customer: help to check how long the delivery takes
The intention is as follows:", delivery period END
1087,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how I can download my bills from Mr. Smith
The intention is as follows:", get invoice END
1088,"Please categorise the customer intent from the conversation below: 

###

Customer: is it possible to set up a different delivery address?
The intention is as follows:", set up shipping address END
1089,"Please categorise the customer intent from the conversation below: 

###

Customer: need to download invoice #12588 how do i do it
The intention is as follows:", get invoice END
1090,"Please categorise the customer intent from the conversation below: 

###

Customer: i forgot my pwd where to restore it
The intention is as follows:", recover password END
1091,"Please categorise the customer intent from the conversation below: 

###

Customer: i have a problem with the terminatoin of a Gold account
The intention is as follows:", delete account END
1092,"Please categorise the customer intent from the conversation below: 

###

Customer: help me acquiring several of your product
The intention is as follows:", place order END
1093,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to file a claim?
The intention is as follows:", complaint END
1094,"Please categorise the customer intent from the conversation below: 

###

Customer: what do i have to do to close the free account
The intention is as follows:", delete account END
1095,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna check the cancellation penalty i need help
The intention is as follows:", check cancellation fee END
1096,"Please categorise the customer intent from the conversation below: 

###

Customer: want assistance to recover the PIN code of my user
The intention is as follows:", recover password END
1097,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm experiencing an error with the online registration
The intention is as follows:", registration problems END
1098,"Please categorise the customer intent from the conversation below: 

###

Customer: error with online payments
The intention is as follows:", payment issue END
1099,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna use a different user account help me
The intention is as follows:", switch account END
1100,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance informing of rgistration problems
The intention is as follows:", registration problems END
1101,"Please categorise the customer intent from the conversation below: 

###

Customer: shipments to Toronto
The intention is as follows:", delivery options END
1102,"Please categorise the customer intent from the conversation below: 

###

Customer: help sending some feedback about your products
The intention is as follows:", review END
1103,"Please categorise the customer intent from the conversation below: 

###

Customer: make order
The intention is as follows:", place order END
1104,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help to cancel purchase 732201349959
The intention is as follows:", cancel order END
1105,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help seeing in what situations can I request a refund
The intention is as follows:", check refund policy END
1106,"Please categorise the customer intent from the conversation below: 

###

Customer: how can I cancel my subscription to the newsletter?
The intention is as follows:", newsletter subscription END
1107,"Please categorise the customer intent from the conversation below: 

###

Customer: i have a question about opening a platinum account
The intention is as follows:", create account END
1108,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance buying some products
The intention is as follows:", place order END
1109,"Please categorise the customer intent from the conversation below: 

###

Customer: can I leave a comment about your company?
The intention is as follows:", review END
1110,"Please categorise the customer intent from the conversation below: 

###

Customer: want assistance to set u the delivery address
The intention is as follows:", set up shipping address END
1111,"Please categorise the customer intent from the conversation below: 

###

Customer: where do I unsubscribe to the company newsletter?
The intention is as follows:", newsletter subscription END
1112,"Please categorise the customer intent from the conversation below: 

###

Customer: i have submittd a wrong shipping address update it
The intention is as follows:", change shipping address END
1113,"Please categorise the customer intent from the conversation below: 

###

Customer: could uhelp me notify of fucking signup errors
The intention is as follows:", registration problems END
1114,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance to talk to a live agent
The intention is as follows:", contact human agent END
1115,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to modify my delivery address, how can I do it?
The intention is as follows:", change shipping address END
1116,"Please categorise the customer intent from the conversation below: 

###

Customer: where to notify of an issue with payment?
The intention is as follows:", payment issue END
1117,"Please categorise the customer intent from the conversation below: 

###

Customer: shipments to Liverpool
The intention is as follows:", delivery options END
1118,"Please categorise the customer intent from the conversation below: 

###

Customer: can ya help me to receive the newsletter
The intention is as follows:", newsletter subscription END
1119,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help to file a consumerf complaint
The intention is as follows:", complaint END
1120,"Please categorise the customer intent from the conversation below: 

###

Customer: where do i check the withdrawal fees
The intention is as follows:", check cancellation fee END
1121,"Please categorise the customer intent from the conversation below: 

###

Customer: I need assistance setting a newdelivery address up
The intention is as follows:", set up shipping address END
1122,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna see the cancellaiton charges
The intention is as follows:", check cancellation fee END
1123,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to oder several of your item, how to do it?
The intention is as follows:", place order END
1124,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna write an opinion about a service how could i do it
The intention is as follows:", review END
1125,"Please categorise the customer intent from the conversation below: 

###

Customer: help to talk to customer assistance
The intention is as follows:", contact customer service END
1126,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what i have to do to call customer service
The intention is as follows:", contact customer service END
1127,"Please categorise the customer intent from the conversation below: 

###

Customer: switching to pro account
The intention is as follows:", switch account END
1128,"Please categorise the customer intent from the conversation below: 

###

Customer: where do I submit a secondary shipping address?
The intention is as follows:", set up shipping address END
1129,"Please categorise the customer intent from the conversation below: 

###

Customer: how can i see purchase 370795561790 current status
The intention is as follows:", track order END
1130,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help to recover the PIN of my account
The intention is as follows:", recover password END
1131,"Please categorise the customer intent from the conversation below: 

###

Customer: i have a question about canceling order 00123842
The intention is as follows:", cancel order END
1132,"Please categorise the customer intent from the conversation below: 

###

Customer: I'd like to check how soon can i expect the item help me
The intention is as follows:", delivery period END
1133,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance trying to update the address
The intention is as follows:", change shipping address END
1134,"Please categorise the customer intent from the conversation below: 

###

Customer: i do not know how to speak to an agent
The intention is as follows:", contact human agent END
1135,"Please categorise the customer intent from the conversation below: 

###

Customer: see order 732201349959 status
The intention is as follows:", track order END
1136,"Please categorise the customer intent from the conversation below: 

###

Customer: need help writing a review for your services
The intention is as follows:", review END
1137,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how to demand a goddamn restitution of my money
The intention is as follows:", get refund END
1138,"Please categorise the customer intent from the conversation below: 

###

Customer: I made a mistake, help correcting order 00004587345
The intention is as follows:", change order END
1139,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me to order some of your item?
The intention is as follows:", place order END
1140,"Please categorise the customer intent from the conversation below: 

###

Customer: could you help me create a standard account for my wife?
The intention is as follows:", create account END
1141,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what I have to do to shop some of your product
The intention is as follows:", place order END
1142,"Please categorise the customer intent from the conversation below: 

###

Customer: request restitution of money
The intention is as follows:", get refund END
1143,"Please categorise the customer intent from the conversation below: 

###

Customer: i have problems with the cancellation of a Gold  account
The intention is as follows:", delete account END
1144,"Please categorise the customer intent from the conversation below: 

###

Customer: I have got to change to the premium account
The intention is as follows:", switch account END
1145,"Please categorise the customer intent from the conversation below: 

###

Customer: i have got to speak to customer assistance how to do it
The intention is as follows:", contact customer service END
1146,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I need to do to receive your company newsletter?
The intention is as follows:", newsletter subscription END
1147,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to  locate the invoice from Ms. Hawkings
The intention is as follows:", check invoice END
1148,"Please categorise the customer intent from the conversation below: 

###

Customer: need assistance setting up my shipping address
The intention is as follows:", set up shipping address END
1149,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance opehing a premium account for my wife
The intention is as follows:", create account END
1150,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know how i can create a Freemium account
The intention is as follows:", create account END
1151,"Please categorise the customer intent from the conversation below: 

###

Customer: I am trying to see the accepted payment methods
The intention is as follows:", check payment methods END
1152,"Please categorise the customer intent from the conversation below: 

###

Customer: issue setting up a different delivery address
The intention is as follows:", set up shipping address END
1153,"Please categorise the customer intent from the conversation below: 

###

Customer: need help seeing how soon can I expect my delivery
The intention is as follows:", delivery period END
1154,"Please categorise the customer intent from the conversation below: 

###

Customer: I have ordered some products, cancel purchase 732201349959
The intention is as follows:", cancel order END
1155,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm trying to receive a compensation of my money
The intention is as follows:", get refund END
1156,"Please categorise the customer intent from the conversation below: 

###

Customer: need to demand a refund of money
The intention is as follows:", get refund END
1157,"Please categorise the customer intent from the conversation below: 

###

Customer: I hhave to enter the shipping address, how to do it?
The intention is as follows:", set up shipping address END
1158,"Please categorise the customer intent from the conversation below: 

###

Customer: updating standard account
The intention is as follows:", edit account END
1159,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to change several products of purchase 00004587345
The intention is as follows:", change order END
1160,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna subscribe to ur newsletter
The intention is as follows:", newsletter subscription END
1161,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help to cancel purchase 113542617735902
The intention is as follows:", cancel order END
1162,"Please categorise the customer intent from the conversation below: 

###

Customer: I expect a restitution of 299 dollars
The intention is as follows:", track refund END
1163,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know how to receive the company newsletter
The intention is as follows:", newsletter subscription END
1164,"Please categorise the customer intent from the conversation below: 

###

Customer: the delivery address changed could ya help me updare it
The intention is as follows:", change shipping address END
1165,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to reset my damn user account access key, help me
The intention is as follows:", recover password END
1166,"Please categorise the customer intent from the conversation below: 

###

Customer: use another account
The intention is as follows:", switch account END
1167,"Please categorise the customer intent from the conversation below: 

###

Customer: see in what situations can I request my money back
The intention is as follows:", check refund policy END
1168,"Please categorise the customer intent from the conversation below: 

###

Customer: check the status of purchase 113542617735902
The intention is as follows:", track order END
1169,"Please categorise the customer intent from the conversation below: 

###

Customer: i do not know how i can change to the Platinum account
The intention is as follows:", switch account END
1170,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to list your paymnet methods
The intention is as follows:", check payment methods END
1171,"Please categorise the customer intent from the conversation below: 

###

Customer: you aren't helpful, how to talk with a live agent?
The intention is as follows:", contact human agent END
1172,"Please categorise the customer intent from the conversation below: 

###

Customer: i have got to swap several articles of purchase 370795561790
The intention is as follows:", change order END
1173,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know what I need to do to cancel a platinum account
The intention is as follows:", delete account END
1174,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm trying to talk to somone
The intention is as follows:", contact human agent END
1175,"Please categorise the customer intent from the conversation below: 

###

Customer: help me check how soon can i expect my item
The intention is as follows:", delivery period END
1176,"Please categorise the customer intent from the conversation below: 

###

Customer: i have got to ask for rebates
The intention is as follows:", get refund END
1177,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know what I have to do to purchase some damn items
The intention is as follows:", place order END
1178,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to see your payment methods, could you help me?
The intention is as follows:", check payment methods END
1179,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to check my invoices from David Miller?
The intention is as follows:", check invoice END
1180,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to create a standard account for my wife
The intention is as follows:", create account END
1181,"Please categorise the customer intent from the conversation below: 

###

Customer: modify data on standard account
The intention is as follows:", edit account END
1182,"Please categorise the customer intent from the conversation below: 

###

Customer: how do i cancel my subscription to the company newsletter
The intention is as follows:", newsletter subscription END
1183,"Please categorise the customer intent from the conversation below: 

###

Customer: i want infolrmation about opening Premium accounts
The intention is as follows:", create account END
1184,"Please categorise the customer intent from the conversation below: 

###

Customer: I don't know how I can receive a reimbursement of money
The intention is as follows:", get refund END
1185,"Please categorise the customer intent from the conversation below: 

###

Customer: open standard account for bride
The intention is as follows:", create account END
1186,"Please categorise the customer intent from the conversation below: 

###

Customer: editing info on Platinum account
The intention is as follows:", edit account END
1187,"Please categorise the customer intent from the conversation below: 

###

Customer: correct details on Platinum account
The intention is as follows:", edit account END
1188,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help to chat with an operator
The intention is as follows:", contact human agent END
1189,"Please categorise the customer intent from the conversation below: 

###

Customer: how do i delete my free account
The intention is as follows:", delete account END
1190,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assistance to see the cancellation penzlties
The intention is as follows:", check cancellation fee END
1191,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know what to do to cancel order 113542617735902
The intention is as follows:", cancel order END
1192,"Please categorise the customer intent from the conversation below: 

###

Customer: check order 113542617735902 status
The intention is as follows:", track order END
1193,"Please categorise the customer intent from the conversation below: 

###

Customer: help me earn some products
The intention is as follows:", place order END
1194,"Please categorise the customer intent from the conversation below: 

###

Customer: I cannot swap an article of order 113542617735902
The intention is as follows:", change order END
1195,"Please categorise the customer intent from the conversation below: 

###

Customer: want help to see at what time I can cll customer support
The intention is as follows:", contact customer service END
1196,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help informing of a problem with online payment
The intention is as follows:", payment issue END
1197,"Please categorise the customer intent from the conversation below: 

###

Customer: where do I see what hours I can reach customer service?
The intention is as follows:", contact customer service END
1198,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna use hte freemium account will ya help me
The intention is as follows:", switch account END
1199,"Please categorise the customer intent from the conversation below: 

###

Customer: checking ETA of order 113542617735902
The intention is as follows:", track order END
1200,"Please categorise the customer intent from the conversation below: 

###

Customer: can ya help me checking ur reimbursement policy
The intention is as follows:", check refund policy END
1201,"Please categorise the customer intent from the conversation below: 

###

Customer: neeed assistance checking when my order is gonna arrive
The intention is as follows:", delivery period END
1202,"Please categorise the customer intent from the conversation below: 

###

Customer: you are not helpful at all, I want help talking with someone
The intention is as follows:", contact human agent END
1203,"Please categorise the customer intent from the conversation below: 

###

Customer: how could i talk with an assistant
The intention is as follows:", contact human agent END
1204,"Please categorise the customer intent from the conversation below: 

###

Customer: issues submitting a shipping address
The intention is as follows:", set up shipping address END
1205,"Please categorise the customer intent from the conversation below: 

###

Customer: cancel order  732201349959
The intention is as follows:", cancel order END
1206,"Please categorise the customer intent from the conversation below: 

###

Customer: get in touch with customer assistance
The intention is as follows:", contact customer service END
1207,"Please categorise the customer intent from the conversation below: 

###

Customer: can suhow me what hours i can contact customer assistance
The intention is as follows:", contact customer service END
1208,"Please categorise the customer intent from the conversation below: 

###

Customer: quesdtion about canceling purchase 370795561790
The intention is as follows:", cancel order END
1209,"Please categorise the customer intent from the conversation below: 

###

Customer: there are probems editing the shipping address
The intention is as follows:", change shipping address END
1210,"Please categorise the customer intent from the conversation below: 

###

Customer: ned assistance to buy some of ur article
The intention is as follows:", place order END
1211,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me see when my item is going to arrive?
The intention is as follows:", delivery period END
1212,"Please categorise the customer intent from the conversation below: 

###

Customer: see bills from Mr. Smith
The intention is as follows:", check invoice END
1213,"Please categorise the customer intent from the conversation below: 

###

Customer: changing data on platinum account
The intention is as follows:", edit account END
1214,"Please categorise the customer intent from the conversation below: 

###

Customer: have a question about cancelling order 00004587345
The intention is as follows:", cancel order END
1215,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me to look for my invoice from Ms. Hawkings?
The intention is as follows:", check invoice END
1216,"Please categorise the customer intent from the conversation below: 

###

Customer: i have tolodge a reclamation
The intention is as follows:", complaint END
1217,"Please categorise the customer intent from the conversation below: 

###

Customer: could ya help me use the gold account
The intention is as follows:", switch account END
1218,"Please categorise the customer intent from the conversation below: 

###

Customer: problem with creating aPro account
The intention is as follows:", create account END
1219,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance retrieving the pass of my user profile
The intention is as follows:", recover password END
1220,"Please categorise the customer intent from the conversation below: 

###

Customer: I try to hceck the status of purchase 00123842
The intention is as follows:", track order END
1221,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help talking to someone
The intention is as follows:", contact human agent END
1222,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know how to check what shipping methods I have
The intention is as follows:", delivery options END
1223,"Please categorise the customer intent from the conversation below: 

###

Customer: assistance speaking to an agent
The intention is as follows:", contact human agent END
1224,"Please categorise the customer intent from the conversation below: 

###

Customer: I need to list your available  payment methods, help me
The intention is as follows:", check payment methods END
1225,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know what to do to see when will my item arrive
The intention is as follows:", delivery period END
1226,"Please categorise the customer intent from the conversation below: 

###

Customer: help me to check order 113542617735902 current status
The intention is as follows:", track order END
1227,"Please categorise the customer intent from the conversation below: 

###

Customer: I can't notify of a sign-up problem
The intention is as follows:", registration problems END
1228,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to see how long the delivery takes, I need assistance
The intention is as follows:", delivery period END
1229,"Please categorise the customer intent from the conversation below: 

###

Customer: i have got to create a platinum account for my wife help me
The intention is as follows:", create account END
1230,"Please categorise the customer intent from the conversation below: 

###

Customer: i cannot create an account i have to report a signup problem
The intention is as follows:", registration problems END
1231,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not make use of the Gold account, how to cancel it?
The intention is as follows:", delete account END
1232,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to talk with customer support?
The intention is as follows:", contact customer service END
1233,"Please categorise the customer intent from the conversation below: 

###

Customer: I am trying to cancel my corporate newsletter subscription
The intention is as follows:", newsletter subscription END
1234,"Please categorise the customer intent from the conversation below: 

###

Customer: why I cnnot set a fucking delivery address valid up
The intention is as follows:", set up shipping address END
1235,"Please categorise the customer intent from the conversation below: 

###

Customer: I want help to locate purchase 00123842
The intention is as follows:", track order END
1236,"Please categorise the customer intent from the conversation below: 

###

Customer: i have to correct my delivery address
The intention is as follows:", change shipping address END
1237,"Please categorise the customer intent from the conversation below: 

###

Customer: edit information on account
The intention is as follows:", edit account END
1238,"Please categorise the customer intent from the conversation below: 

###

Customer: correcting info on gold account
The intention is as follows:", edit account END
1239,"Please categorise the customer intent from the conversation below: 

###

Customer: want assistance to use the free account
The intention is as follows:", switch account END
1240,"Please categorise the customer intent from the conversation below: 

###

Customer: could you help me subscribe to your company newsletter ?
The intention is as follows:", newsletter subscription END
1241,"Please categorise the customer intent from the conversation below: 

###

Customer: I am trying to speak with an operator
The intention is as follows:", contact human agent END
1242,"Please categorise the customer intent from the conversation below: 

###

Customer: want help seeing when my order is gonna arrive
The intention is as follows:", delivery period END
1243,"Please categorise the customer intent from the conversation below: 

###

Customer: were to leave a review about your company?
The intention is as follows:", review END
1244,"Please categorise the customer intent from the conversation below: 

###

Customer: can you help me to take a quick look at invoice #12588?
The intention is as follows:", check invoice END
1245,"Please categorise the customer intent from the conversation below: 

###

Customer: need to see how long it takes for the article to arrive
The intention is as follows:", delivery period END
1246,"Please categorise the customer intent from the conversation below: 

###

Customer: i lost the goddamn pwd of my account need help to restore it
The intention is as follows:", recover password END
1247,"Please categorise the customer intent from the conversation below: 

###

Customer: can ushow me how long it takes for my item to arrive
The intention is as follows:", delivery period END
1248,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assistance talking with somebody
The intention is as follows:", contact human agent END
1249,"Please categorise the customer intent from the conversation below: 

###

Customer: could you help me checking how soon can I expect my article?
The intention is as follows:", delivery period END
1250,"Please categorise the customer intent from the conversation below: 

###

Customer: i dont know how i can see the etrmination fee
The intention is as follows:", check cancellation fee END
1251,"Please categorise the customer intent from the conversation below: 

###

Customer: another pro account
The intention is as follows:", create account END
1252,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance checking the early termination penalty
The intention is as follows:", check cancellation fee END
1253,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna see order 370795561790 current status
The intention is as follows:", track order END
1254,"Please categorise the customer intent from the conversation below: 

###

Customer: i expect a rebate of 1499 dollars
The intention is as follows:", track refund END
1255,"Please categorise the customer intent from the conversation below: 

###

Customer: editing standard account
The intention is as follows:", edit account END
1256,"Please categorise the customer intent from the conversation below: 

###

Customer: edit order 732201349959
The intention is as follows:", change order END
1257,"Please categorise the customer intent from the conversation below: 

###

Customer: I need help to see when my shipment is going to arrive
The intention is as follows:", delivery period END
1258,"Please categorise the customer intent from the conversation below: 

###

Customer: help to submit my feedback
The intention is as follows:", review END
1259,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to delete a platinum account?
The intention is as follows:", delete account END
1260,"Please categorise the customer intent from the conversation below: 

###

Customer: what do i need to do to chat with an assistant
The intention is as follows:", contact human agent END
1261,"Please categorise the customer intent from the conversation below: 

###

Customer: I have to see the withdrawal fee, can I get some help?
The intention is as follows:", check cancellation fee END
1262,"Please categorise the customer intent from the conversation below: 

###

Customer: icannot open a Freemium account
The intention is as follows:", create account END
1263,"Please categorise the customer intent from the conversation below: 

###

Customer: reporting issue with payments
The intention is as follows:", payment issue END
1264,"Please categorise the customer intent from the conversation below: 

###

Customer: want assistance checking what payment methods are allowed
The intention is as follows:", check payment methods END
1265,"Please categorise the customer intent from the conversation below: 

###

Customer: i need assistance receiving the coroorate newsletter
The intention is as follows:", newsletter subscription END
1266,"Please categorise the customer intent from the conversation below: 

###

Customer: close Freemium account
The intention is as follows:", delete account END
1267,"Please categorise the customer intent from the conversation below: 

###

Customer: I would like to edit my bloody account, how can I do it?
The intention is as follows:", edit account END
1268,"Please categorise the customer intent from the conversation below: 

###

Customer: what do I have to do to change to the Gold account?
The intention is as follows:", switch account END
1269,"Please categorise the customer intent from the conversation below: 

###

Customer: I want to check the damn early exit fees, will you help me?
The intention is as follows:", check cancellation fee END
1270,"Please categorise the customer intent from the conversation below: 

###

Customer: i want assistance to make a consumer claim
The intention is as follows:", complaint END
1271,"Please categorise the customer intent from the conversation below: 

###

Customer: I'm waiting for a rebate of 160 dollars
The intention is as follows:", track refund END
1272,"Please categorise the customer intent from the conversation below: 

###

Customer: I do not know what to do to inform of errors with payments
The intention is as follows:", payment issue END
1273,"Please categorise the customer intent from the conversation below: 

###

Customer: wanna see the invoice from Mr. Smith
The intention is as follows:", check invoice END
1274,"Please categorise the customer intent from the conversation below: 

###

Customer: i have got to check the eaqrly exit penalty how can i do it
The intention is as follows:", check cancellation fee END
1275,"Please categorise the customer intent from the conversation below: 

###

Customer: checking invoices from Mr. Jones
The intention is as follows:", check invoice END
1276,"Please categorise the customer intent from the conversation below: 

###

Customer: updating info on Freemium account
The intention is as follows:", edit account END
